,"Région","Dpt","FINNES","Raison.sociale","Complement.distribution","Adresse","Lieudit.BP","Code.postal","Libelle.routage","Tel","nom correspondant","mail","logiciel","editeur","RPU (OUI/NON)","Remarque"
135,"RHONE ALPES","Drôme",260000013,"CH DE VALENCE",,"179 BOULEVARD MARECHAL JUIN",,26953,"VALENCE CEDEX 9","04 75 75 75 75 OU 82 31 08","Dr C ZAMOUR - TISSOT","secsamu@ch-valence.fr
czamour@ch-valence.fr","CRISTALNET-DMU",,"OUI",
136,"RHONE ALPES","Drôme",260000120,"CH DE ROMANS",,"607 AVENUE GENEVIEVE DE GAULLE","BP 1002",26102,"ROMANS SUR ISERE CEDEX","04 75 05 75 05 ","Dr E FROGER","secretariat.urgences.rms@hopitaux-drome-nord.fr
e.froger@ch-hdn.fr","ORBIS 
","fin d'année CRISTAL LINK et DMU","OUI",
137,"RHONE ALPES","Drôme",260000138,"CH DE MONTELIMAR",,"QUARTIER BEAUSSERET","BP 249",26216,"MONTELIMAR CEDEX","04 75 53 40 00 ou 42","Dr C BUSSEUIL","urgences@ch-montelimar.fr
catherine.busseuil@ch-montelimar.fr","MAIL ATTENTE REPONSE",,,
138,"RHONE ALPES","Drôme",260000146,"CENTRE HOSPITALIER DE CREST",,"QUARTIER MAZOREL-NORD",,26400,"CREST","04 75 25 37 00 ",,"direction@ch-crest.fr","MAIL ATTENTE REPONSE",,,
139,"RHONE ALPES","Drôme",260000203,"CH DE ST VALLIER",,"RUE PIERRE VALETTE","BP 30",26241,"ST VALLIER CEDEX","04 75 23 80 00 ",,"secretariat.direction.stv@ch-hdn.fr","MAIL ATTENTE REPONSE",,,
140,"RHONE ALPES","Drôme",260000286,"CENTRE HOSPITALIER DIE",,"2 RUE BOUVIER",,26150,"DIE","04 75 22 55 00 ","Dr Tajani ELIDRISSI","medurg@ch-die.fr
tajani.elidrissi@h-urgences.fr","MAIL ATTENTE REPONSE",,,
241,"RHONE ALPES","Isère",380000026,"CH DE LA MURE",,"62 RUE DES ALPES","BP 56",38350,"LA MURE D ISERE","04 76 81 42 00 OU 51","Dr M SOUSSI","msoussi@ch-lamure.fr","MAIL ATTENTE REPONSE",,,
242,"RHONE ALPES","Isère",380000034,"CH PIERRE OUDOT BOURGOIN JALLIEU",,"30 AVENUE DU MEDIPOLE","BP 40348",38302,"BOURGOIN JALLIEU CEDEX","04 74 27 30 99 ou 69 15 72 55 ","Dr A DACHRAOUI","adacharaoui@ch-bourgoin.fr","MAIL ATTENTE REPONSE",,,
243,"RHONE ALPES","Isère",380000042,"CH YVES TOURAINE",,"LE THOMASSIN","BP 8",38480,"LE PONT DE BEAUVOISIN","04 76 32 64 32 ou 67","Dr V BAUDOT","urgences@chpb.fr
v.baudot@chpb.fr","MAIL ATTENTE REPONSE",,,
244,"RHONE ALPES","Isère",380000067,"CHU GRENOBLE - Hopital Albert MICHALLON",,"BOULEVARD DE LA CHANTOURNE",,38043,"GRENOBLE Cedex 9","04 76 76 54 32","Dr F CARPENTIER","fcarpentier@chu-grenoble.fr","CRISTALNET-DMU",,"OUI",
245,"RHONE ALPES","Isère",380000174,"CH LUCIEN HUSSEL VIENNE",,"MONT SALOMON","BP 127",38209,"VIENNE CEDEX","04 74 31 33 33 ou 32 57","Dr O MATAS","urgences@ch-vienne.fr
o.matas@ch-vienne.fr","MAIL ATTENTE REPONSE",,,
246,"RHONE ALPES","Isère",380000406,"CH DE VOIRON",,"14 ROUTE DES GORGES","BP 208",38506,"VOIRON CEDEX","04 76 67 14 91 ou 17 05","Dr DUMONT","smur@ch-voiron.fr
urgences.dumont@ch-vienne.fr","MAIL ATTENTE REPONSE",,,
247,"RHONE ALPES","Isère",380012658,"GROUPE HOSPIT. MUTUALISTE DE GRENOBLE",,"8 RUE DOCTEUR CALMETTE",,38028,"GRENOBLE CEDEX 1","04 76 70 70 00 ",,"secr.urgences@ghm-grenoble.fr","MAIL ATTENTE REPONSE",,,
248,"RHONE ALPES","Isère",380781450,"CLINIQUE SAINT CHARLES ROUSSILLON",,"RUE FERNAND LÃ‰GER",,38150,"ROUSSILLON","04 74 29 28 28 ou 65","Dr M CLARET",,,,,
249,"RHONE ALPES","Isère",380782722,"HOPITAL SUD",,"AVENUE KIMBERLEY",,38434,"ECHIROLLES cedex","04 76 76 75 75 ",,,,,,
250,"RHONE ALPES","Isère",380785956,"CLINIQUE DES CEDRES",,"21 RUE ALBERT LONDRES",,38130,"ECHIROLLES","08 25 56 56 38 ou 04 56 58 10 20 ",,,"mail envoyé sur le site rubrique nous contacter",,,
267,"RHONE ALPES","Loire",420000010,"CH DE ROANNE",,"28 RUE DE CHARLIEU","BP 511",42328,"ROANNE CEDEX","04 77 44 30 00 ou 31 10","Dr T GUERIN","secretariat.urgences@ch-roanne.fr
thomas.guerin@ch-roanne.fr","MAIL ATTENTE REPONSE",,,
268,"RHONE ALPES","Loire",420000226,"CH DU FOREZ SITE DE MONTBRISON",,"AVENUE DES MONTS DU SOIR","BP 219",42605,"MONTBRISON CEDEX","04 77 96 78 00 ou 39","Dr M MARTINEZ","secr.urgences@ch-montbrison.fr
mikael.martinez@ch-forez.fr","CRISTALNET-DMU","de Cristal net début 2015 HOPITAL MANAGER","OUI",
269,"RHONE ALPES","Loire",420000234,"CH DE FIRMINY",,"2 RUE ROBERT PLOTON",,42700,"FIRMINY","04 77 40 41 42 ou 73 13","Dr R BRUNON","rbrunon@ch-firminy.fr","CLINICOM","
","OUI",
270,"RHONE ALPES","Loire",420000267,"CH DU FOREZ SITE DE FEURS",,"26 RUE CAMILLE PARIAT","BP 122",42110,"FEURS","04 77 27 54 54 ou 47","Dr M MARTINEZ","urgences@ch-feurs.fr","MAIL ATTENTE REPONSE",,,
271,"RHONE ALPES","Loire",420010050,"CLINIQUE MUTUALISTE CHIRURGICALE",,"3 RUE LE VERRIER","BP 209",42013,"ST ETIENNE CEDEX 2","04 77 12 12 12 ou 10 97",,,,,,
272,"RHONE ALPES","Loire",420011413,"HÃ”PITAL PRIVÃ‰ DE LA LOIRE",,"39 BOULEVARD DE LA PALLE",,42100,"ST ETIENNE","04 77 42 29 00 ",,"hpl.contact@gsante.fr","MAIL ATTENTE REPONSE",,,
273,"RHONE ALPES","Loire",420780504,"CLINIQUE DU PARC ST PRIEST EN JAREZ",,"9 RUE DE LA PIOT",,42276,"ST PRIEST EN JAREZ CEDEX","04 77 92 22 22  ou 21 06",,,"mail envoyé sur le site rubrique nous contacter",,,
274,"RHONE ALPES","Loire",420780637,"HÃ”PITAL DU GIER MCO",,"19 RUE VICTOR HUGO",,42403,"ST CHAMOND CEDEX","04 77 31 19 19 ","Dr J REYNAUD",,,,,
275,"RHONE ALPES","Loire",420782310,"CLINIQUE DU RENAISON",,"75 RUE GENERAL GIRAUD",,42300,"ROANNE","04 77 44 45 00 ",,,"mail envoyé sur le site rubrique nous contacter",,,
276,"RHONE ALPES","Loire",420782559,"HOPITAL DE BELLEVUE",,"25 BOULEVARD PASTEUR",,42055,"ST ETIENNE CEDEX 2","04 77 12 77 00 ou 78 70","Dr F GRANJON","samu42@chu-st-etienne.fr
fabrice.granjon@chu-st-etienne.fr","MAIL ATTENTE REPONSE",,,
277,"RHONE ALPES","Loire",420785354,"HOPITAL NORD",,"AVENUE ALBERT RAIMOND",,42277,"ST PRIEST EN JAREZ CEDEX","04 77 82 80 02 ","Dr JL STEPHAN (pédiatrie)
Dr F ZENI","direction.hn@chu-st-etienne.fr","MAIL ATTENTE REPONSE",,,
456,"RHONE ALPES","Rhône",690000013,"CH MONTGELAS",,"9 AVENUE PROFESSEUR FLEMING","BP 122",69700,"GIVORS","04 78 07 30 30 ","Dr N GARNIER","ngarnier@ch-givors.fr","MAIL ATTENTE REPONSE",,,
457,"RHONE ALPES","Rhône",690000575,"HOPITAL NORD OUEST - VILLEFRANCHE",,"BP 80436","BP 80436",69655,"VILLEFRANCHE SUR SAONE","04 74 09 25 03 OU 29 18","Dr D PEILLON","dpeillon@hopitalnordouest.fr","MAIL ATTENTE REPONSE",,,
458,"RHONE ALPES","Rhône",690000625,"CH DE TARARE",,"1 BOULEVARD JEAN-BAPTISTE MARTIN",,69173,"TARARE CEDEX","04 74 05 46 46 ou 00","Dr R BRILLAND","raphael.brilland@ch-tarare.fr","MAIL ATTENTE REPONSE",,,
459,"RHONE ALPES","Rhône",690007539,"HOPITAL FEMME MERE ENFANT",,"59 BOULEVARD PINEL",,69677,"BRON CEDEX","08 25 08 25 69 OU 04 27 85 56 34","Pr D FLORET","daniel.floret@ch-lyon.fr","MAIL ATTENTE REPONSE",,,
460,"RHONE ALPES","Rhône",690023411,"HOPITAL PRIVE JEAN MERMOZ",,"55 AVENUE JEAN MERMOZ",,69008,"LYON","08 26 30 69 69 ",,"hpjm.directiongenerale@gsante.fr","RESURGENCE",,"OUI",
461,"RHONE ALPES","Rhône",690036058,"POLE HOSPITALIER MUTUALISTE",,"13 AVENUE FRANKLIN ROOSEVELT",,69150,"DECINES CHARPIEU",,,,,,,
462,"RHONE ALPES","Rhône",690780358,"CLINIQUE DU VAL D'OUEST VENDOME",,"39 CHEMIN DE LA VERNIQUE",,69130,"ECULLY","04 72 19 32 00 ou 34 81",,,,,,
463,"RHONE ALPES","Rhône",690780390,"POLYCLINIQUE DE RILLIEUX",,"941 RUE CAPITAINE JULIEN",,69165,"RILLIEUX LA PAPE CEDEX","04 72 01 38 01 ",,,"OSOFT","de médibase","OUI",
464,"RHONE ALPES","Rhône",690780416,"GPE HOSP MUT LES PORTES DU SUD",,"LIEU DIT LE COULOUD FEYZIN
2 av 11 nov 1918","2 AV DU 11 NOVEMBRE 1918",69694,"VENISSIEUX CEDEX","04 72 89 80 00 ",,,,,,
465,"RHONE ALPES","Rhône",690780648,"CLINIQUE DE LA SAUVEGARDE",,"113 AVENUE DAVID BEN GOURION","CP 309",69337,"LYON CEDEX 09","04 72 17 26 26 ou 00",,"cvs-contact@capio.fr","MEDIBOARD",,"OUI",
466,"RHONE ALPES","Rhône",690780655,"HOPITAL PRIVE DE L'EST LYONNAIS",,"140 RUE ANDRE LWOFF",,69800,"ST PRIEST","08 26 96 99 99 ",,,"mail envoyé sur le site rubrique nous contacter",,,
467,"RHONE ALPES","Rhône",690782834,"CLINIQUE DU TONKIN",,"26 RUE DU TONKIN",,69626,"VILLEURBANNE CEDEX","08 26 10 12 01 ",,"cdt-contact@capio.fr","MEDIBOARD",,"OUI",
468,"RHONE ALPES","Rhône",690783154,"HOPITAL EDOUARD HERRIOT",,"5 PLACE D'ARSONVAL",,69437,"LYON CEDEX 03","04 72 11 73 11 ou 00 40","Dr PY GUEUGNIAUD","pierre-yves.gueugniaud@chu-lyon.fr","MAIL ATTENTE REPONSE",,,
469,"RHONE ALPES","Rhône",690784137,"CH LYON SUD",,"165 CHEMIN DU GRAND REVOYET",,69310,"PIERRE BENITE","04 78 86 18 01 ou 13 92","Dr X JACOB","xavier.jacob@chu-lyon.fr","CRISTALNET-DMU",,"OUI",
470,"RHONE ALPES","Rhône",690784152,"HÃ”PITAL DE LA CROIX-ROUSSE",,"103 GRANDE RUE DE LA CRX-ROUSSE",,69317,"LYON CEDEX 04","04 72 07 15 07 ou 04 26 10 90 81","Dr V POTINET PAGLIAROLI","lorene.buisson@chu-lyon.fr
veronique.potinet-pagliaroli@chu-lyon.fr","CRISTALNET-DMU",,"OUI",
471,"RHONE ALPES","Rhône",690805361,"CH ST JOSEPH ST LUC",,"20 QUAI CLAUDE BERNARD",,69365,"LYON CEDEX 07","04 78 61 81 81 ",,,"mail envoyé sur le site rubrique nous contacter",,,
472,"RHONE ALPES","Rhône",690807367,"POLYCLINIQUE  DU BEAUJOLAIS",,"120 ANCIENNE ROUTE DE BEAUJEU",,69400,"ARNAS","08 26 96 90 00 ",,"contact-pdb@capio.fr","MEDIBOARD",,"OUI",
490,"RHONE ALPES","Savoie",730000031,"CH DE CHAMBÃ‰RY",,"7 SQUARE MASSALAZ","BP 31125",73011,"CHAMBERY CEDEX","04 79 96 50 50 ","Dr D HABOLD","samu73@ch-chambery.fr
daniel.habold@ch-chambery.fr","MAIL ATTENTE REPONSE",,,
491,"RHONE ALPES","Savoie",730000049,"CH DE MOUTIERS",,"43 RUE DE L'ECOLE DES MINES","BP 207",73604,"MOUTIERS TARENTAISE CEDEX","04 79 09 60 60 ",,"m.haesevoets@cham-savoie.fr","CRISTALNET-DMU",,"OUI",
492,"RHONE ALPES","Savoie",730000080,"CH DE SAINT JEAN DE MAURIENNE",,"81 RUE DU DOCTEUR GRANGE","BP 113",73303,"ST JEAN DE MAURIENNE CEDEX","04 79 20 60 20 ","Dr F ALBASINI","falbasini@ch-sjm.fr","MAIL ATTENTE REPONSE",,,
493,"RHONE ALPES","Savoie",730000098,"CH D'AIX LES BAINS",,"49 AVENUE DU GRAND PORT",,73105,"AIX LES BAINS CEDEX","04 79 88 61 61 ou 11","Dr M MONNET","mmonnet@ch-aix-les-bains.fr","MAIL ATTENTE REPONSE",,,
494,"RHONE ALPES","Savoie",730000247,"CH DE BOURG ST MAURICE",,"AVENUE DU NANTET","BP 11",73704,"BOURG ST MAURICE CEDEX","04 79 41 79 79 ou 70 ou 79 85 ",,,,,,
495,"RHONE ALPES","Savoie",730000262,"CH D'ALBERTVILLE",,"253 RUE PIERRE DE COUBERTIN","BP 126",73208,"ALBERTVILLE CEDEX","04 79 89 55 55 ou 99","Dr M HAESEVOETS","m.haesevoets@cham-savoie.fr","MAIL ATTENTE REPONSE",,,
496,"RHONE ALPES","Savoie",730004298,"HOPITAL PRIVE MEDIPOLE DE SAVOIE",,"AVENUE DES MASSETTES",,73190,"CHALLES LES EAUX","04 79 26 81 81 ",,,,,,
497,"RHONE ALPES","Savoie",730010477,"ANTENNE SMUR MODANE",,"540 AVENUE EMILE CHARVOZ",,73500,"MODANE","04 79 05 11 88 ",,,,,,
498,"RHONE ALPES","Savoie",730010485,"ANTENNE SMUR AIX LES BAINS","CENTRE HOSPITALIER","49 AVENUE DU GRAND PORT",,73100,"AIX LES BAINS","04 79 68 63 15 ",,,,,,
499,"RHONE ALPES","Hte Savoie",740000237,"CH ANNECY-GENEVOIS SITE ANNECY",,"1 AVENUE DE L'HOPITAL","BP 90074 METZ TESSY",74374,"PRINGY CEDEX","04 50 63 63 63 ou 05 51 19","Dr D SAVARY","samu.smur@ch-annecy.fr
dsavary@ch-annecy.fr","DPU",,"OUI",
500,"RHONE ALPES","Hte Savoie",740000294,"HOPITAL GABRIEL DEPLANTE",,"1 RUE DE LA FORET",,74151,"RUMILLY CEDEX","04 50 01 80 00 ",,,,,,
501,"RHONE ALPES","Hte Savoie",740000302,"CH ANNECY-GENEVOIS SITE ST JULIEN EN G",,"CHEMIN DU LOUP","BP 14110",74164,"ST JULIEN GENEVOIS CEDEX","04 50 49 65 00 ou 83","Dr F RIBOT","sercretariat.urgences@ch-st-julien.fr
fabien.ribot@ch-st-julien.fr","DPU",,"OUI",
502,"RHONE ALPES","Hte Savoie",740000328,"HOPITAUX DU LEMAN",,"3 AVENUE DE LA DAME","BP 526",74203,"THONON LES BAINS CEDEX","04 50 83 20 00 ou 21 50","Dr G PERIBOIS","g-peribois@ch-hopitauxduleman.fr","URQUAL","intégré à CROSSWAY","OUI",
503,"RHONE ALPES","Hte Savoie",740014345,"HOPITAL PRIVE PAYS DE SAVOIE",,"19 AVENUE PIERRE MENDES FRANCE",,74100,"ANNEMASSE","08 26 30 00 74",,"hpps.contacts@gsante.fr","MAIL ATTENTE REPONSE",,,
504,"RHONE ALPES","Hte Savoie",740780424,"CLINIQUE GENERALE ANNECY",,"4 CHEMIN TOUR LA REINE",,74000,"ANNECY","04 50 33 04 92 ",,"contact@clinique-generale.fr","MAIL ATTENTE REPONSE",,,
505,"RHONE ALPES","Hte Savoie",740781141,"CENTRE HOSPITALIER ALPES-LEMAN ANNEMASSE",,"558 ROUTE DE FINDROL","BP 20 500",74130,"CONTAMINE SUR ARVE","04 50 82 20 00 ou 26 47","Dr A BOURGOL","sal-bourgol@ch-alpes-leman.fr","MAIL ATTENTE REPONSE",,,
506,"RHONE ALPES","Hte Savoie",740781166,"HÃ”PITAUX DU MONT BLANC SITE CHAMONIX",,"509 ROUTE DES PELERINS","BP 88",74400,"CHAMONIX MONT BLANC","04 50 53 84 00 ",,,"mail envoyé sur le site rubrique nous contacter",,,
507,"RHONE ALPES","Hte Savoie",740781224,"HÃ”PITAUX DU MONT BLANC SITE SALLANCHES",,"380 RUE DE L'HOPITAL","BP 118",74700,"SALLANCHES","04 50 47 30 30 ou 35 60","Dr F CHAMPLY","f.champly@ch-sallanches-chamonix.fr","CRISTALNET-DMU",,"OUI",
